chr,start,end,x,y,z
chr21,26660000,26665000,-0.089016214,-0.039113326,0.043038035
chr21,26665000,26670000,-0.086329691,-0.039249664,0.044775984
chr21,26670000,26675000,-0.087141869,-0.038859841,0.044063272
chr21,26675000,26680000,-0.088080303,-0.039558784,0.043885755
chr21,26680000,26685000,-0.091777349,-0.039393722,0.047784349
chr21,26685000,26690000,-0.091527265,-0.039633795,0.049867794
chr21,26690000,26695000,-0.092079575,-0.039072724,0.053052133
chr21,26695000,26700000,-0.089550127,-0.037929416,0.053766379
chr21,26700000,26705000,-0.08823781,-0.038159351,0.056180529
chr21,26705000,26710000,-0.083168725,-0.040899065,0.061315396
chr21,26710000,26715000,-0.082281936,-0.041941078,0.062483653
chr21,26715000,26720000,-0.080894333,-0.042927893,0.064173211
chr21,26720000,26725000,-0.08093637,-0.040837757,0.062330583
chr21,26725000,26730000,-0.084401543,-0.040818121,0.061352282
chr21,26730000,26735000,-0.087460834,-0.040061615,0.061094352
chr21,26735000,26740000,-0.089128656,-0.042117296,0.064040165
chr21,26740000,26745000,-0.087139736,-0.042396424,0.066822164
chr21,26745000,26750000,-0.088389493,-0.04335479,0.063037308
chr21,26750000,26755000,-0.090455053,-0.041332134,0.06174527
chr21,26755000,26760000,-0.091054735,-0.042770985,0.06367654
chr21,26760000,26765000,-0.089859375,-0.044992171,0.071399443
chr21,26765000,26770000,-0.088246529,-0.047387733,0.074834743
chr21,26770000,26775000,-0.089639215,-0.048323899,0.076381344
chr21,26775000,26780000,-0.089360017,-0.048164882,0.076685232
chr21,26780000,26785000,-0.091437724,-0.051022865,0.077589616
chr21,26785000,26790000,-0.090283227,-0.058593423,0.076555464
chr21,26790000,26795000,-0.090212346,-0.063903502,0.078023843
chr21,26795000,26800000,-0.088282961,-0.067071574,0.077844529
chr21,26800000,26805000,-0.088970768,-0.062253798,0.079987173
chr21,26805000,26810000,-0.090666665,-0.060032558,0.079748424
chr21,26810000,26815000,-0.092443476,-0.057475994,0.08118159
chr21,26815000,26820000,-0.094540374,-0.061334181,0.081647624
chr21,26820000,26825000,-0.092627361,-0.066750359,0.081186534
chr21,26825000,26830000,-0.093113441,-0.069957341,0.081183833
chr21,26830000,26835000,-0.094025322,-0.068733697,0.081039554
chr21,26835000,26840000,-0.096722607,-0.066495181,0.08302615
chr21,26840000,26845000,-0.099673914,-0.06351673,0.081744992
chr21,26845000,26850000,-0.098617186,-0.066808256,0.082134131
chr21,26850000,26855000,-0.102103503,-0.06676077,0.080671172
chr21,26855000,26860000,-0.101746322,-0.072201504,0.08086885
chr21,26860000,26865000,-0.105433051,-0.070680717,0.080822348
chr21,26865000,26870000,-0.104508938,-0.071432562,0.081470943
chr21,26870000,26875000,-0.107267944,-0.067053095,0.079695482
chr21,26875000,26880000,-0.106009448,-0.069000864,0.077900094
chr21,26880000,26885000,-0.107373084,-0.068969774,0.07702837
chr21,26885000,26890000,-0.108029462,-0.069130533,0.077038697
chr21,26890000,26895000,-0.111236596,-0.063594523,0.075969538
chr21,26895000,26900000,-0.112771777,-0.064160562,0.074409078
chr21,26900000,26905000,-0.112551566,-0.067830332,0.068968986
chr21,26905000,26910000,-0.114603455,-0.069483656,0.064847987
chr21,26910000,26915000,-0.117080446,-0.0689386,0.061842445
chr21,26915000,26920000,-0.119242405,-0.06910208,0.060457405
chr21,26920000,26925000,-0.121138811,-0.069741982,0.060406338
chr21,26925000,26930000,-0.122418936,-0.068726524,0.059003789
chr21,26930000,26935000,-0.123828853,-0.069615145,0.061172513
chr21,26935000,26940000,-0.12105974,-0.073716343,0.058678453
chr21,26940000,26945000,-0.120971872,-0.077719334,0.057489478
chr21,26945000,26950000,-0.122489644,-0.075305203,0.054007708
chr21,26950000,26955000,-0.12499575,-0.074849844,0.050831773
chr21,26955000,26960000,-0.124950132,-0.072634849,0.045611376
chr21,26960000,26965000,-0.123865004,-0.071564987,0.040368673
chr21,26965000,26970000,-0.125947749,-0.068867258,0.040364848
chr21,26970000,26975000,-0.127637444,-0.071567143,0.041368397
chr21,26975000,26980000,-0.127455797,-0.071337816,0.042581219
chr21,26980000,26985000,-0.124342537,-0.070880591,0.038529419
chr21,26985000,26990000,-0.123213196,-0.063617278,0.033441232
chr21,26990000,26995000,-0.119005168,-0.059681351,0.031410717
chr21,26995000,2.70E+07,-0.114320374,-0.053905543,0.033806839
chr21,2.70E+07,27005000,-0.105952491,-0.049642954,0.034183432
chr21,27005000,27010000,-0.102003064,-0.043494233,0.035971352
chr21,27010000,27015000,-0.098909163,-0.040065162,0.035222667
chr21,27015000,27020000,-0.095378912,-0.035371185,0.0351217
chr21,27020000,27025000,-0.094906417,-0.037899397,0.035739908
chr21,27025000,27030000,-0.093486786,-0.038264918,0.040655255
chr21,27030000,27035000,-0.095461309,-0.043090483,0.042371686
chr21,27035000,27040000,-0.094293322,-0.040942696,0.041420898
chr21,27040000,27045000,-0.096368886,-0.043053448,0.037988686
chr21,27045000,27050000,-0.096686562,-0.043522286,0.035574266
chr21,27050000,27055000,-0.098991288,-0.046896528,0.035315424
chr21,27055000,27060000,-0.098299548,-0.048195811,0.032682522
chr21,27060000,27065000,-0.099089923,-0.046236791,0.037407768
chr21,27065000,27070000,-0.09768048,-0.04580303,0.035742772
chr21,27070000,27075000,-0.098000836,-0.043552449,0.039849051
chr21,27075000,27080000,-0.098063494,-0.044408498,0.038222353
chr21,27080000,27085000,-0.099645152,-0.046066389,0.043895766
chr21,27085000,27090000,-0.100297196,-0.044559736,0.044542988
chr21,27090000,27095000,-0.101514665,-0.045748495,0.049312588
chr21,27095000,27100000,-0.102226834,-0.044569593,0.049455648
chr21,27100000,27105000,-0.100923984,-0.045067923,0.053450043
chr21,27105000,27110000,-0.098475015,-0.043779923,0.055737316
chr21,27110000,27115000,-0.096687193,-0.04441339,0.059018228
chr21,27115000,27120000,-0.097025733,-0.046169196,0.057074181
chr21,27120000,27125000,-0.097187241,-0.049625177,0.057368096
chr21,27125000,27130000,-0.096034551,-0.048854873,0.058652232
chr21,27130000,27135000,-0.089773915,-0.044761127,0.057561942
chr21,27135000,27140000,-0.086956171,-0.038287076,0.056137477
chr21,27140000,27145000,-0.086048943,-0.035282386,0.053000307
chr21,27145000,27150000,-0.090813763,-0.038539708,0.053359877
chr21,27150000,27155000,-0.093173572,-0.046157122,0.05032759
chr21,27155000,27160000,-0.095498825,-0.051523732,0.047129136
chr21,27160000,27165000,-0.096524651,-0.052206587,0.045266854
chr21,27165000,27170000,-0.097445389,-0.051581919,0.045212041
chr21,27170000,27175000,-0.096524956,-0.051661923,0.045907315
chr21,27175000,27180000,-0.095532791,-0.056107927,0.043252031
chr21,27180000,27185000,-0.092034383,-0.055460139,0.037230884
chr21,27185000,27190000,-0.090902351,-0.057858218,0.035066708
chr21,27190000,27195000,-0.089273776,-0.058419626,0.032864732
chr21,27195000,27200000,-0.089958724,-0.060449988,0.033173373
chr21,27200000,27205000,-0.088432729,-0.06266645,0.031620961
chr21,27205000,27210000,-0.088392229,-0.064110662,0.032349758
chr21,27210000,27215000,-0.086372581,-0.0678195,0.034273396
chr21,27215000,27220000,-0.085293223,-0.066483761,0.032085917
chr21,27220000,27225000,-0.083830221,-0.067000696,0.032721845
chr21,27225000,27230000,-0.083068242,-0.065662478,0.036283444
chr21,27230000,27235000,-0.082087067,-0.067449688,0.039354161
chr21,27235000,27240000,-0.079388874,-0.067569678,0.037732187
chr21,27240000,27245000,-0.076207801,-0.067687453,0.031726474
chr21,27245000,27250000,-0.0707444,-0.067743513,0.027650802
chr21,27250000,27255000,-0.06703762,-0.068888792,0.028716921
chr21,27255000,27260000,-0.064654701,-0.070483399,0.028269082
chr21,27260000,27265000,-0.064249795,-0.065981292,0.027969819
chr21,27265000,27270000,-0.062826643,-0.058996564,0.024878446
chr21,27270000,27275000,-0.059386775,-0.055407953,0.023835606
chr21,27275000,27280000,-0.057133192,-0.057931704,0.023551
chr21,27280000,27285000,-0.056349381,-0.058105012,0.026834624
chr21,27285000,27290000,-0.056646508,-0.05560534,0.025087026
chr21,27290000,27295000,-0.055867697,-0.055876454,0.025587824
chr21,27295000,27300000,-0.053928475,-0.061534303,0.022450411
chr21,27300000,27305000,-0.052826846,-0.067446248,0.025587189
chr21,27305000,27310000,-0.051730984,-0.070381265,0.026303419
chr21,27310000,27315000,-0.050899889,-0.067111592,0.025084299
chr21,27315000,27320000,-0.051780904,-0.066137624,0.023797751
chr21,27320000,27325000,-0.052350482,-0.060528329,0.021695702
chr21,27325000,27330000,-0.052132697,-0.063853275,0.02251356
chr21,27330000,27335000,-0.048647379,-0.062862702,0.022213657
chr21,27335000,27340000,-0.046126252,-0.064174551,0.022023741
chr21,27340000,27345000,-0.043517296,-0.063945263,0.022901842
chr21,27345000,27350000,-0.043457384,-0.065191876,0.024845407
chr21,27350000,27355000,-0.043364491,-0.068298358,0.028124847
chr21,27355000,27360000,-0.045136836,-0.069816286,0.029481895
chr21,27360000,27365000,-0.046065832,-0.071297216,0.033389047
chr21,27365000,27370000,-0.048184925,-0.069639315,0.041189016
chr21,27370000,27375000,-0.046377896,-0.068819178,0.046417549
chr21,27375000,27380000,-0.045198946,-0.066935147,0.047811831
chr21,27380000,27385000,-0.042415582,-0.068306923,0.04379868
chr21,27385000,27390000,-0.041713548,-0.067839255,0.041225293
chr21,27390000,27395000,-0.039901028,-0.067629081,0.038509031
chr21,27395000,27400000,-0.038977958,-0.068190429,0.040211466
chr21,27400000,27405000,-0.038517396,-0.068046155,0.043105375
chr21,27405000,27410000,-0.038441152,-0.068091813,0.048247919
chr21,27410000,27415000,-0.037224096,-0.067169785,0.046812673
chr21,27415000,27420000,-0.037618342,-0.065226668,0.050054522
chr21,27420000,27425000,-0.038395483,-0.065713194,0.048394699
chr21,27425000,27430000,-0.039523142,-0.066502254,0.051453592
chr21,27430000,27435000,-0.038440513,-0.068368092,0.050125826
chr21,27435000,27440000,-0.038569492,-0.066593827,0.05482022
chr21,27440000,27445000,-0.038169114,-0.060567359,0.058328229
chr21,27445000,27450000,-0.038876848,-0.058600341,0.060670098
chr21,27450000,27455000,-0.038675562,-0.05758608,0.060760469
chr21,27455000,27460000,-0.03863229,-0.061055322,0.060760351
chr21,27460000,27465000,-0.037936547,-0.062390128,0.059739325
chr21,27465000,27470000,-0.03886774,-0.063556342,0.06037579
chr21,27470000,27475000,-0.038491255,-0.065111317,0.058808685
chr21,27475000,27480000,-0.039370045,-0.065429214,0.059290237
chr21,27480000,27485000,-0.036431748,-0.064808616,0.05556036
chr21,27485000,27490000,-0.037266622,-0.064992384,0.055468412
chr21,27490000,27495000,-0.037143579,-0.062932272,0.056888252
chr21,27495000,27500000,-0.039149977,-0.062310016,0.06122566
chr21,27500000,27505000,-0.038201356,-0.060032811,0.06350801
chr21,27505000,27510000,-0.03833532,-0.060582305,0.064164111
chr21,27510000,27515000,-0.037128973,-0.060983979,0.062828254
chr21,27515000,27520000,-0.038326404,-0.061345893,0.06310588
chr21,27520000,27525000,-0.038391284,-0.06080685,0.063063297
chr21,27525000,27530000,-0.039869852,-0.058591319,0.065107988
chr21,27530000,27535000,-0.04129853,-0.05318632,0.067040641
chr21,27535000,27540000,-0.041939269,-0.05117336,0.068554035
chr21,27540000,27545000,-0.041270186,-0.049473249,0.068091096
chr21,27545000,27550000,-0.039829099,-0.050919862,0.067862683
chr21,27550000,27555000,-0.040407023,-0.048283278,0.06874966
chr21,27555000,27560000,-0.043625154,-0.047800543,0.070809491
chr21,27560000,27565000,-0.044713131,-0.04532621,0.071522819
chr21,27565000,27570000,-0.044580553,-0.044716324,0.072121109
chr21,27570000,27575000,-0.047771047,-0.042111426,0.070780745
chr21,27575000,27580000,-0.046554279,-0.042210751,0.070241496
chr21,27580000,27585000,-0.046952965,-0.038605382,0.06896048
chr21,27585000,27590000,-0.043639471,-0.035409453,0.069401859
chr21,27590000,27595000,-0.049725396,-0.031962613,0.065592581
chr21,27595000,27600000,-0.052344586,-0.032662487,0.065910848
chr21,27600000,27605000,-0.051765019,-0.032996416,0.065200301
chr21,27605000,27610000,-0.050548149,-0.031063643,0.068392979
chr21,27610000,27615000,-0.048944732,-0.028723253,0.068119183
chr21,27615000,27620000,-0.049443667,-0.026262269,0.068121635
chr21,27620000,27625000,-0.050222607,-0.026606891,0.068439935
chr21,27625000,27630000,-0.050430346,-0.024077519,0.065714062
chr21,27630000,27635000,-0.051243671,-0.022968447,0.064835397
chr21,27635000,27640000,-0.046782764,-0.021919252,0.064163902
chr21,27640000,27645000,-0.044495747,-0.023433681,0.06525325
chr21,27645000,27650000,-0.045438621,-0.025560443,0.066146327
chr21,27650000,27655000,-0.048347861,-0.02527943,0.066781786
chr21,27655000,27660000,-0.056974274,-0.026146937,0.066027018
chr21,27660000,27665000,-0.05906736,-0.023438594,0.064269618
chr21,27665000,27670000,-0.060232272,-0.02120904,0.062617849
chr21,27670000,27675000,-0.060117336,-0.018792409,0.060831177
chr21,27675000,27680000,-0.058789749,-0.018172615,0.059930209
chr21,27680000,27685000,-0.061239738,-0.019099103,0.059743947
chr21,27685000,27690000,-0.056237412,-0.018137891,0.061341883
chr21,27690000,27695000,-0.057869599,-0.017515094,0.061091436
chr21,27695000,27700000,-0.052969372,-0.015178136,0.057998606
chr21,27700000,27705000,-0.051740572,-0.013399298,0.056373074
chr21,27705000,27710000,-0.051738817,-0.012464196,0.055539491
chr21,27710000,27715000,-0.051867042,-0.011591197,0.055259562
chr21,27715000,27720000,-0.053139431,-0.010247508,0.054437992
chr21,27720000,27725000,-0.049939669,-0.009030054,0.052933664
chr21,27725000,27730000,-0.053209965,-0.009092933,0.053304936
chr21,27730000,27735000,-0.056909164,-0.010986612,0.053376878
chr21,27735000,27740000,-0.062587854,-0.011975209,0.052037512
chr21,27740000,27745000,-0.065628178,-0.014173174,0.052686819
chr21,27745000,27750000,-0.06371144,-0.014112552,0.053279325
chr21,27750000,27755000,-0.06480254,-0.016281391,0.054807282
chr21,27755000,27760000,-0.058883306,-0.014995438,0.053259946
chr21,27760000,27765000,-0.059355314,-0.014321909,0.048585598
chr21,27765000,27770000,-0.052018351,-0.01126255,0.045479742
chr21,27770000,27775000,-0.052975094,-0.011791162,0.038271105
chr21,27775000,27780000,-0.048511059,-0.01134616,0.03712615
chr21,27780000,27785000,-0.04988256,-0.011437672,0.036052923
chr21,27785000,27790000,-0.049827356,-0.009570262,0.038784073
chr21,27790000,27795000,-0.050953927,-0.011051026,0.035029344
chr21,27795000,27800000,-0.053768155,-0.011476758,0.032716058
chr21,27800000,27805000,-0.052687301,-0.0123914,0.029236415
chr21,27805000,27810000,-0.054052154,-0.013954223,0.02735012
chr21,27810000,27815000,-0.048631689,-0.018111857,0.023734015
chr21,27815000,27820000,-0.05226267,-0.02008574,0.022962047
chr21,27820000,27825000,-0.05718402,-0.020903027,0.024895433
chr21,27825000,27830000,-0.061963588,-0.017511621,0.02617636
chr21,27830000,27835000,-0.058790531,-0.018402994,0.024456087
chr21,27835000,27840000,-0.054656582,-0.015805253,0.022347929
chr21,27840000,27845000,-0.050678698,-0.016465048,0.021189302
chr21,27845000,27850000,-0.048135134,-0.016016113,0.021116629
chr21,27850000,27855000,-0.048763316,-0.018005424,0.020373883
chr21,27855000,27860000,-0.048027495,-0.018651677,0.018655435
chr21,27860000,27865000,-0.050106112,-0.017940966,0.018398114
chr21,27865000,27870000,-0.044126533,-0.020904463,0.018467685
chr21,27870000,27875000,-0.042736675,-0.023117309,0.017809299
chr21,27875000,27880000,-0.040356363,-0.02530026,0.015737529
chr21,27880000,27885000,-0.040851346,-0.02500066,0.013353572
chr21,27885000,27890000,-0.039756946,-0.025461843,0.013459715
chr21,27890000,27895000,-0.041514257,-0.026920399,0.013254935
chr21,27895000,27900000,-0.040782341,-0.025724331,0.013697735
chr21,27900000,27905000,-0.04251895,-0.026362852,0.012833238
chr21,27905000,27910000,-0.041024623,-0.026851316,0.012340954
chr21,27910000,27915000,-0.040692991,-0.026244948,0.01282694
chr21,27915000,27920000,-0.041010348,-0.02426294,0.013016415
chr21,27920000,27925000,-0.041075032,-0.022433085,0.01362123
chr21,27925000,27930000,-0.048045797,-0.02200746,0.014543856
chr21,27930000,27935000,-0.050539912,-0.024955359,0.013614083
chr21,27935000,27940000,-0.051681249,-0.026107892,0.013013303
chr21,27940000,27945000,-0.049315267,-0.027635287,0.010241946
chr21,27945000,27950000,-0.047518274,-0.030136609,0.011203382
chr21,27950000,27955000,-0.04583107,-0.030620928,0.011129288
chr21,27955000,27960000,-0.044694133,-0.03039397,0.010956978
chr21,27960000,27965000,-0.045501478,-0.026578933,0.009974955
chr21,27965000,27970000,-0.044491589,-0.025990796,0.010446351
chr21,27970000,27975000,-0.042582628,-0.025127328,0.010812996
chr21,27975000,27980000,-0.038469709,-0.025974468,0.012241793
chr21,27980000,27985000,-0.043040625,-0.02727708,0.012439651
chr21,27985000,27990000,-0.049571264,-0.03366751,0.016004065
chr21,27990000,27995000,-0.05993568,-0.037146191,0.02335895
chr21,27995000,2.80E+07,-0.063933448,-0.040228776,0.033770122
chr21,2.80E+07,28005000,-0.061825342,-0.034600103,0.046304957
chr21,28005000,28010000,-0.055158186,-0.03270144,0.051705867
chr21,28010000,28015000,-0.048604811,-0.027016503,0.057426225
chr21,28015000,28020000,-0.046979248,-0.031412532,0.05659821
chr21,28020000,28025000,-0.049679272,-0.031976058,0.056731684
chr21,28025000,28030000,-0.049898873,-0.036776152,0.057926792
chr21,28030000,28035000,-0.047202619,-0.039709519,0.066598651
chr21,28035000,28040000,-0.04404021,-0.045979138,0.076152664
chr21,28040000,28045000,-0.048540961,-0.05333898,0.082084532
chr21,28045000,28050000,-0.052672904,-0.058927817,0.082356505
chr21,28050000,28055000,-0.054160211,-0.059034954,0.086747265
chr21,28055000,28060000,-0.051410607,-0.059444048,0.089942896
chr21,28060000,28065000,-0.050533827,-0.055413997,0.097340809
chr21,28065000,28070000,-0.04932507,-0.056946923,0.098033562
chr21,28070000,28075000,-0.0515142,-0.055748433,0.101343543
chr21,28075000,28080000,-0.049760681,-0.057417147,0.097998297
chr21,28080000,28085000,-0.05243846,-0.058674055,0.093985939
chr21,28085000,28090000,-0.053593383,-0.059599919,0.085803056
chr21,28090000,28095000,-0.055287737,-0.060654882,0.082218229
chr21,28095000,28100000,-0.051066643,-0.055455731,0.083569344
chr21,28100000,28105000,-0.047669943,-0.053984592,0.089514441
chr21,28105000,28110000,-0.049805695,-0.049723747,0.086773423
chr21,28110000,28115000,-0.057428458,-0.051438724,0.085383599
chr21,28115000,28120000,-0.058856562,-0.049622455,0.085148486
chr21,28120000,28125000,-0.05256493,-0.046141775,0.089406338
chr21,28125000,28130000,-0.044132444,-0.041669648,0.090478354
chr21,28130000,28135000,-0.038567935,-0.039781088,0.090935031
chr21,28135000,28140000,-0.037911149,-0.036414867,0.092665134
chr21,28140000,28145000,-0.037035082,-0.033667882,0.089688458
chr21,28145000,28150000,-0.037040895,-0.027306598,0.088313235
chr21,28150000,28155000,-0.035618297,-0.028389349,0.084511168
chr21,28155000,28160000,-0.035917969,-0.023445269,0.085102623
chr21,28160000,28165000,-0.034654833,-0.021598798,0.08305231
chr21,28165000,28170000,-0.037159439,-0.015530053,0.079882053
chr21,28170000,28175000,-0.038225748,-0.014909873,0.075063521
chr21,28175000,28180000,-0.044102976,-0.013883588,0.067607358
chr21,28180000,28185000,-0.04479248,-0.016882376,0.063803959
chr21,28185000,28190000,-0.045398349,-0.017083583,0.064935102
chr21,28190000,28195000,-0.040710577,-0.016846964,0.069436198
chr21,28195000,28200000,-0.038838749,-0.014400614,0.078307264
chr21,28200000,28205000,-0.035909952,-0.015184201,0.081752817
chr21,28205000,28210000,-0.035864936,-0.012666366,0.083147704
chr21,28210000,28215000,-0.037776269,-0.010254362,0.079651315
chr21,28215000,28220000,-0.039415652,-0.009564513,0.080912775
chr21,28220000,28225000,-0.042801956,-0.008207656,0.081204441
chr21,28225000,28230000,-0.044541189,-0.01005332,0.087866221
chr21,28230000,28235000,-0.047958899,-0.005981021,0.089474922
chr21,28235000,28240000,-0.04636072,-0.007572751,0.09299749
chr21,28240000,28245000,-0.048695612,-0.00350088,0.088078105
chr21,28245000,28250000,-0.051003797,-0.003637642,0.08308339
chr21,28250000,28255000,-0.055323848,-0.000658545,0.08310683
chr21,28255000,28260000,-0.054155623,-0.006059631,0.087751956
chr21,28260000,28265000,-0.053851088,-0.005574252,0.094496907
chr21,28265000,28270000,-0.05332785,-0.009245253,0.097754086
chr21,28270000,28275000,-0.055238995,-0.004368952,0.098750666
chr21,28275000,28280000,-0.058546664,-0.007472887,0.103296298
chr21,28280000,28285000,-0.062038977,-0.003224526,0.100462032
chr21,28285000,28290000,-0.06318912,-0.002686223,0.101673296
chr21,28290000,28295000,-0.062576528,0.002407511,0.094496768
chr21,28295000,28300000,-0.062047477,0.004051716,0.096559655
chr21,28300000,28305000,-0.060705736,0.004040094,0.092851823
chr21,28305000,28310000,-0.061133891,0.003148589,0.098471521
chr21,28310000,28315000,-0.0604773,0.002732044,0.097112786
chr21,28315000,28320000,-0.064459179,-0.000388763,0.102879749
chr21,28320000,28325000,-0.065876934,-0.000211336,0.104056188
chr21,28325000,28330000,-0.066081637,-0.004655,0.10882046
chr21,28330000,28335000,-0.062225858,-0.002850798,0.106153457
chr21,28335000,28340000,-0.061361033,-0.003822373,0.106017091
chr21,28340000,28345000,-0.065266028,-0.003490418,0.105808325
chr21,28345000,28350000,-0.069275152,-0.006492177,0.110099092
chr21,28350000,28355000,-0.07071768,-0.006362177,0.108772443
chr21,28355000,28360000,-0.068150839,-0.009139389,0.110208051
chr21,28360000,28365000,-0.070347014,-0.010702279,0.110321292
chr21,28365000,28370000,-0.07349653,-0.015943966,0.114224282
chr21,28370000,28375000,-0.076830504,-0.019237403,0.11494774
chr21,28375000,28380000,-0.075081128,-0.025508416,0.112674262
chr21,28380000,28385000,-0.071791604,-0.029034121,0.113160246
chr21,28385000,28390000,-0.071023365,-0.031428404,0.113187295
chr21,28390000,28395000,-0.073432215,-0.028987675,0.115520114
chr21,28395000,28400000,-0.077039028,-0.026845888,0.116074636
chr21,28400000,28405000,-0.078406049,-0.024745449,0.116744304
chr21,28405000,28410000,-0.079891064,-0.023366967,0.118169938
chr21,28410000,28415000,-0.079482939,-0.02105444,0.117679959
chr21,28415000,28420000,-0.080950954,-0.022149092,0.116725974
chr21,28420000,28425000,-0.082788792,-0.01756649,0.114184457
chr21,28425000,28430000,-0.086241473,-0.020747746,0.113930985
chr21,28430000,28435000,-0.086780973,-0.014136259,0.112217669
chr21,28435000,28440000,-0.087267719,-0.019156589,0.113087184
chr21,28440000,28445000,-0.086841428,-0.016430132,0.112896931
chr21,28445000,28450000,-0.087631118,-0.017191429,0.113986458
chr21,28450000,28455000,-0.090201497,-0.011409597,0.111024313
chr21,28455000,28460000,-0.089660458,-0.013191923,0.110188752
chr21,28460000,28465000,-0.093426399,-0.017451262,0.108253874
chr21,28465000,28470000,-0.093793722,-0.021130493,0.108798254
chr21,28470000,28475000,-0.097785343,-0.017617222,0.105244722
chr21,28475000,28480000,-0.099176738,-0.014165432,0.102211026
chr21,28480000,28485000,-0.098934639,-0.008599008,0.097234749
chr21,28485000,28490000,-0.097620833,-0.009230703,0.098510644
chr21,28490000,28495000,-0.092351754,-0.004629284,0.095619703
chr21,28495000,28500000,-0.094037249,-0.008406111,0.097053192
chr21,28500000,28505000,-0.094333641,-0.011875693,0.095893055
chr21,28505000,28510000,-0.099731949,-0.020657651,0.0951439
chr21,28510000,28515000,-0.100060753,-0.022356469,0.095252509
chr21,28515000,28520000,-0.103902073,-0.020360525,0.092219696
chr21,28520000,28525000,-0.105737055,-0.018717994,0.095330333
chr21,28525000,28530000,-0.10524653,-0.022538282,0.095901098
chr21,28530000,28535000,-0.105103257,-0.023207023,0.096269696
chr21,28535000,28540000,-0.105069474,-0.024549076,0.093321274
chr21,28540000,28545000,-0.10706052,-0.021061998,0.088902638
chr21,28545000,28550000,-0.107199503,-0.021020801,0.086885966
chr21,28550000,28555000,-0.106789605,-0.019836331,0.089418204
chr21,28555000,28560000,-0.106186905,-0.022630018,0.090087075
chr21,28560000,28565000,-0.104711044,-0.028544796,0.091552166
chr21,28565000,28570000,-0.105221714,-0.031341909,0.087391547
chr21,28570000,28575000,-0.104981719,-0.02703003,0.08477697
chr21,28575000,28580000,-0.105085038,-0.021704269,0.082933527
chr21,28580000,28585000,-0.104860205,-0.015482278,0.080414136
chr21,28585000,28590000,-0.104798257,-0.013841554,0.081559495
chr21,28590000,28595000,-0.104093955,-0.010603052,0.076756167
chr21,28595000,28600000,-0.099646838,-0.009687033,0.074472353
chr21,28600000,28605000,-0.09837508,-0.008706385,0.070143019
chr21,28605000,28610000,-0.096861712,-0.006905127,0.068146397
chr21,28610000,28615000,-0.099690814,-0.006244983,0.068557732
chr21,28615000,28620000,-0.095845286,-0.005502219,0.065969718
chr21,28620000,28625000,-0.094316089,-0.006502291,0.063344814
chr21,28625000,28630000,-0.090842665,-0.006500791,0.059878604
chr21,28630000,28635000,-0.093563538,-0.006931737,0.063837133
chr21,28635000,28640000,-0.093244316,-0.007663347,0.064432584
chr21,28640000,28645000,-0.094897551,-0.009763934,0.065845404
chr21,28645000,28650000,-0.094636535,-0.011493637,0.061305592
chr21,28650000,28655000,-0.097254018,-0.011137519,0.062562909
chr21,28655000,28660000,-0.092076391,-0.010903509,0.059465048
chr21,28660000,28665000,-0.088794628,-0.010373864,0.057589704
chr21,28665000,28670000,-0.080868414,-0.009547284,0.055684317
chr21,28670000,28675000,-0.075416385,-0.01087046,0.058862289
chr21,28675000,28680000,-0.071804305,-0.00960288,0.059354732
chr21,28680000,28685000,-0.069079268,-0.010567481,0.059186622
chr21,28685000,28690000,-0.06829057,-0.008404628,0.057608766
chr21,28690000,28695000,-0.06680288,-0.010702249,0.056904202
chr21,28695000,28700000,-0.065963005,-0.010977781,0.05731604
chr21,28700000,28705000,-0.06879024,-0.012541581,0.05564617
chr21,28705000,28710000,-0.070824803,-0.015782907,0.055847923
chr21,28710000,28715000,-0.071190419,-0.019194251,0.055946619
chr21,28715000,28720000,-0.0725048,-0.018700198,0.05609249
chr21,28720000,28725000,-0.066706153,-0.017530786,0.057647042
chr21,28725000,28730000,-0.067960205,-0.019371465,0.054343667
chr21,28730000,28735000,-0.069791368,-0.023352529,0.053285364
chr21,28735000,28740000,-0.071930568,-0.025161393,0.051456426
chr21,28740000,28745000,-0.077632209,-0.027285079,0.052690946
chr21,28745000,28750000,-0.081847317,-0.028947928,0.054530166
chr21,28750000,28755000,-0.088486035,-0.030664723,0.054387879
chr21,28755000,28760000,-0.087954125,-0.026722624,0.05447721
chr21,28760000,28765000,-0.084212143,-0.025531373,0.051926169
chr21,28765000,28770000,-0.082380704,-0.027213202,0.051880346
chr21,28770000,28775000,-0.079505739,-0.035599547,0.05434241
chr21,28775000,28780000,-0.080525607,-0.038095529,0.05612366
chr21,28780000,28785000,-0.079650736,-0.038389611,0.055438452
chr21,28785000,28790000,-0.075699614,-0.035679199,0.055392675
chr21,28790000,28795000,-0.070540874,-0.035824197,0.055752364
chr21,28795000,28800000,-0.065789003,-0.038394503,0.060635582
chr21,28800000,28805000,-0.068258251,-0.039407796,0.058760466
chr21,28805000,28810000,-0.069876987,-0.043527639,0.059381259
chr21,28810000,28815000,-0.072596693,-0.046715429,0.061080029
chr21,28815000,28820000,-0.070466327,-0.048972416,0.06288139
chr21,28820000,28825000,-0.071117833,-0.047526964,0.062827585
chr21,28825000,28830000,-0.072880798,-0.045579844,0.058231999
chr21,28830000,28835000,-0.075817597,-0.048233043,0.061622824
chr21,28835000,28840000,-0.077432826,-0.052908701,0.064531629
